Date,Call Volume,CCT,Service Level,Abandon Rate,client,day_of_week,month,day_of_month,week_of_year,quarter,is_weekend,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmean_30,Call Volume_rollstd_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,volume_x_abandon,trend,outlier_column
2024-01-02,7458.0,349.22,0.5213,0.1136,A,1,1,2,1,1,0,2147.0,,,,,,,,,,,,,,,0.0,0.0,3887.8554,847.2288000000001,1,Abandon Rate
2024-04-08,4937.0,306.97,0.6551,0.0608,A,0,4,8,15,2,0,1434.0,3615.0,5958.0,5533.0,5367.0,5459.0,3518.0,2037.2326818505544,4741.285714285715,1654.914671947943,4399.928571428572,1620.3690683243788,4146.833333333333,1512.8250595886952,-1021.0,-0.171366230278617,0.3490434392008075,3234.2287,300.1696,98,Abandon Rate
2024-04-26,4474.0,311.38,0.8663,0.0886,A,4,4,26,17,2,0,4716.0,4882.0,4671.0,4462.0,5505.0,4600.0,4814.333333333333,87.1454722480478,4154.714285714285,1394.618432198775,4100.714285714285,1332.2509828552113,4278.366666666667,1408.2207282738837,-197.0,-0.04217512309997859,0.33567132088819673,3875.8262,396.39639999999997,116,Abandon Rate
2024-10-02,5248.0,293.44,0.8162,0.046,A,2,10,2,40,4,0,5350.0,5056.0,4816.0,4853.0,6173.0,6173.0,3855.6666666666665,2338.2750764897924,3896.4285714285716,1495.9033900559684,4056.3571428571427,1365.9168015626744,5087.666666666667,1434.418573387186,432.0,0.08970099667774087,0.3839165437357206,4283.4176,241.408,275,Abandon Rate
2025-06-30,4987.0,328.38,0.6614,0.0712,A,0,6,30,27,2,0,1213.0,2740.0,5164.0,4523.0,4907.0,5596.0,2732.0,1515.0158415013498,3819.714285714286,1369.3879063637241,3776.9285714285716,1273.2108088357752,3936.3,1224.7356970327162,-177.0,-0.03427575522850503,0.35850532367963456,3298.4018,355.07439999999997,546,Abandon Rate
2025-10-02,4616.0,310.61,0.8813,0.0479,A,3,10,2,40,4,0,4583.0,4537.0,4005.0,3935.0,3930.0,4397.0,4511.333333333333,87.37467215018609,3613.714285714286,1236.8071412964453,3538.785714285714,1130.946450379662,3650.1,1128.4698015912813,611.0,0.15255930087390762,0.3422537155706482,4068.0807999999997,221.10639999999998,640,Abandon Rate
2024-01-02,14914.0,356.37,0.565,0.132,B,1,1,2,1,1,0,4406.0,,,,,,,,,,,,,,,0.0,0.0,8426.41,1968.6480000000001,1,Abandon Rate
2024-01-03,14132.0,347.41,0.6218,0.0797,B,2,1,3,1,1,0,14914.0,4406.0,,,,,,,,,,,,,,0.0,0.0,8787.2776,1126.3203999999998,2,Abandon Rate
2024-01-04,12487.0,344.92,0.6122,0.0824,B,3,1,4,1,1,0,14132.0,14914.0,,,,,11150.666666666666,5854.124813610771,,,,,,,,0.0,0.0,7644.541399999999,1028.9288,3,Abandon Rate
2024-02-18,4754.0,356.61,0.5757,0.0535,B,6,2,18,7,1,1,7426.0,10052.0,4490.0,4971.0,4402.0,5266.0,9177.333333333334,1516.699486824376,9025.142857142857,2287.0709381631464,9395.5,2431.1173357121206,9570.466666666667,2336.831729785722,264.0,0.058797327394209356,0.25341105114508716,2736.8777999999998,254.339,48,Abandon Rate
