Date,Call Volume,CCT,Service Level,Abandon Rate,client,day_of_week,month,day_of_month,week_of_year,quarter,is_weekend,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmean_30,Call Volume_rollstd_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,volume_x_abandon,trend,outlier_column
2024-01-02,7458.0,349.22,0.5213,0.1136,A,1,1,2,1,1,0,2147.0,,,,,,,,,,,,,,,0.0,0.0,3887.8554,847.2288000000001,1,volume_x_abandon
2024-01-02,14914.0,356.37,0.565,0.132,B,1,1,2,1,1,0,4406.0,,,,,,,,,,,,,,,0.0,0.0,8426.41,1968.6480000000001,1,volume_x_abandon
2024-01-03,14132.0,347.41,0.6218,0.0797,B,2,1,3,1,1,0,14914.0,4406.0,,,,,,,,,,,,,,0.0,0.0,8787.2776,1126.3203999999998,2,volume_x_abandon
2024-01-04,12487.0,344.92,0.6122,0.0824,B,3,1,4,1,1,0,14132.0,14914.0,,,,,11150.666666666666,5854.124813610771,,,,,,,,0.0,0.0,7644.541399999999,1028.9288,3,volume_x_abandon
2024-04-08,12981.0,340.15,0.7714,0.0986,B,0,4,8,15,2,0,4791.0,8281.0,13904.0,12048.0,11456.0,11636.0,8627.666666666666,4021.222865414617,11097.857142857143,3307.9415769010334,10051.785714285714,3364.3978814039788,9313.633333333333,2960.359979081449,-923.0,-0.0663837744533947,0.29807029720418654,10013.5434,1279.9266,98,volume_x_abandon
2024-04-15,12818.0,345.17,0.686,0.0432,B,0,4,15,16,2,0,4825.0,7742.0,12981.0,13904.0,12048.0,11456.0,8094.666666666667,3459.5081056897875,10425.714285714286,3009.5168889311635,10761.785714285714,3058.1446406043515,9667.6,3087.6783332554514,-163.0,-0.012556813804791619,0.2886628969925753,8793.148000000001,553.7376,105,volume_x_abandon
2024-05-21,10436.0,322.55,0.6169,0.0995,B,1,5,21,21,2,0,12003.0,4282.0,10891.0,11768.0,11881.0,10845.0,7679.333333333333,3942.972271438559,9422.285714285714,2806.537826473847,9666.714285714286,2746.7396457106493,9742.733333333334,2794.8350630913883,-455.0,-0.041777614544119,0.2978616772593385,6437.9684,1038.382,141,volume_x_abandon
2025-03-21,8572.0,341.16,0.8625,0.0717,B,4,3,21,12,1,0,9087.0,8451.0,8574.0,8930.0,9732.0,9096.0,8674.666666666666,357.51969642714477,7705.142857142857,2059.395900789924,7843.928571428572,1964.7711342265918,8321.066666666668,2012.481123206956,-2.0,-0.00023326335432703523,0.26727549884176555,7393.35,614.6124,445,volume_x_abandon
2025-04-01,9723.0,332.87,0.7325,0.0566,B,1,4,1,14,2,0,9563.0,3643.0,8959.0,8486.0,9460.0,9625.0,6315.333333333333,3001.6422727122936,7606.571428571428,2120.4904194660908,7686.571428571428,1930.5647525364695,7927.3,2148.7094627176493,764.0,0.08527737470699855,0.2787708548297081,7122.097500000001,550.3217999999999,456,volume_x_abandon
2025-08-11,10926.0,329.89,0.6497,0.068,B,0,8,11,33,3,0,4412.0,6669.0,12359.0,10493.0,9871.0,10156.0,7046.333333333333,2841.8505121370126,9215.857142857143,2740.318559861931,9307.785714285714,2310.5261864436306,8402.2,2379.345163463365,-1433.0,-0.11594789222428999,0.29734820292715225,7098.622200000001,742.9680000000001,588,volume_x_abandon
2025-08-18,10515.0,330.83,0.7462,0.0544,B,0,8,18,34,3,0,4432.0,6247.0,10926.0,12359.0,10493.0,9871.0,6490.666666666667,2190.6871829025295,8226.0,2168.7926748923155,8720.92857142857,2429.108809808667,8452.066666666668,2355.9973206081113,-411.0,-0.03761669412410763,0.2636509451607483,7846.293,572.016,595,volume_x_abandon
